formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
2	C18H13ClN2O3S2	[M - H]-	C18H12ClN2O3S2-	Amino acids and Peptides	0.311	Flavonoids	0.045	Chalcones	0.062	Benzenoids	1.000	Benzene and substituted derivatives	0.995	Anilides	0.602			Anilides	0.602	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Anilides; Organooxygen compounds; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Sulfonyls; Organosulfonic acids; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	402.996	192	3.192	731530960472718403	731530869645061071	731530869645061071_UNKNOWN_M403T125_NEG	
1	C10H13FN2O4	[M - H]-	C10H12FN2O4-	Alkaloids	0.554	Small peptides	0.264	Phenylethylamines	0.653	Benzenoids	0.945	Phenols	0.604	1-hydroxy-2-unsubstituted benzenoids	0.512			1-hydroxy-2-unsubstituted benzenoids	0.512	Organic compounds; Alcohols and polyols; Phenols; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Alkyl fluorides; Organofluorides; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Halohydrins; Fluorohydrins; Alkyl halides; Aromatic alcohols; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	243.079	192	3.197	731530915203591684	731530867183004327	731530867183004327_UNKNOWN_M243T337_NEG	
1	C10H13FN2O4	[M - H]-	C10H12FN2O4-	Alkaloids	0.554	Small peptides	0.264	Phenylethylamines	0.653	Benzenoids	0.945	Phenols	0.604	1-hydroxy-2-unsubstituted benzenoids	0.512			1-hydroxy-2-unsubstituted benzenoids	0.512	Organic compounds; Alcohols and polyols; Phenols; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Alkyl fluorides; Organofluorides; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Halohydrins; Fluorohydrins; Alkyl halides; Aromatic alcohols; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	243.079	192	3.197	731530919288843907	731530867216558763	731530867216558763_UNKNOWN_M243T213_NEG	
1	C10H14N5O4P	[M - H]-	C10H13N5O4P-	Carbohydrates	0.644	Nucleosides	0.815	Purine nucleotides	0.787	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.992	Purines and purine derivatives	0.995	6-aminopurines	0.953	6-aminopurines	0.953	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Organic phosphonic acids and derivatives; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	298.071	192	3.200	731530916948422180	731530868428712751	731530868428712751_UNKNOWN_M298T246_2_NEG	
1	C18H18O4	[M - H]-	C18H17O4-	Shikimates and Phenylpropanoids	0.999	Lignans	1.000	Dibenzylbutyrolactone lignans	0.994	Lignans, neolignans and related compounds	0.988	Furanoid lignans	0.996	Tetrahydrofuran lignans	0.965	9,9'-epoxylignans	0.990	Dibenzylbutyrolactone lignans	0.992	Organic compounds; Organoheterocyclic compounds; Lactones; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Lignans, neolignans and related compounds; Lignan lactones; Tetrahydrofuran lignans; Dibenzylbutyrolactone lignans; Carbonyl compounds; Oxolanes; Benzene and substituted derivatives; Benzenoids; Tetrahydrofurans; 9,9'-epoxylignans; Furanoid lignans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	297.113	192	3.203	731530929564889372	731530868395158315	731530868395158315_UNKNOWN_M297T192_NEG	
1	C10H10O3	[M - H]-	C10H9O3-	Shikimates and Phenylpropanoids	0.878	Phenylpropanoids (C6-C3)	0.779	Cinnamic acids and derivatives	0.792	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.975	Ketones	0.785	Alkyl-phenylketones	0.709	Organic compounds; Ketones; Aldehydes; Alkyl aryl ethers; Phenols; Ethers; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl ketones; Aryl alkyl ketones; Organic oxides; Hydrocarbon derivatives; Phenylketones; Alkyl-phenylketones; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	177.055	192	3.204	731530912825421228	731530863542348063	731530863542348063_UNKNOWN_M177T242_NEG	
1	C14H12O4	[M - H]-	C14H11O4-	Shikimates and Phenylpropanoids	0.779	Aromatic polyketides	0.052	Depsides and depsidones	0.056	Benzenoids	1.000	Benzene and substituted derivatives	0.995	Benzoic acids and derivatives	0.715	Benzoic acid esters	0.581	Benzoic acid esters	0.581	Organic compounds; Phenols; Resorcinols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzenediols; Benzoic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	243.064	199	3.310	731530935818596937	731530867073952411	731530867073952411_UNKNOWN_M243T197_NEG	
1	C9H10O2	[M - H]-	C9H9O2-	Shikimates and Phenylpropanoids	0.275	Aromatic polyketides	0.114	Simple phenolic acids	0.087	Benzenoids	0.999	Phenols	0.974	Cresols	0.878	Meta cresols	0.526	Meta cresols	0.526	Organic compounds; Phenols; Organooxygen compounds; Toluenes; Cresols; Meta cresols; Ortho cresols; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	149.061	200	3.333	731530912783478177	731530861512304699	731530861512304699_UNKNOWN_M149T261_NEG	
1	C15H10O5	[M - H]-	C15H9O5-	Shikimates and Phenylpropanoids	0.997	Isoflavonoids	0.995	Isoflavones	0.990	Phenylpropanoids and polyketides	0.987	Isoflavonoids	0.990	Isoflav-2-enes	0.983	Isoflavones	0.984	Isoflavones	0.984	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Isoflavones; Benzene and substituted derivatives; Benzenoids; Isoflavonoids; Isoflav-2-enes; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxyisoflavonoids; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	269.045	200	3.337	731530910896041250	731530867849898735	731530867849898735_UNKNOWN_M269T198_2_NEG	
1	C8H8O3P	[M - H]-	C8H7O3P-	Shikimates and Phenylpropanoids	0.239	Monoterpenoids	0.089	Simple phenolic acids	0.061	Organic oxygen compounds	0.997	Organooxygen compounds	0.965					Organooxygen compounds	0.965	Organic compounds; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	182.013	200	3.338	731530921910284081	731530864171493731	731530864171493731_UNKNOWN_M182T211_NEG	
1	C22H32O4	[M - H]-	C22H31O4-	Terpenoids	0.868	Meroterpenoids	0.556	Polyprenylated cyclic polyketides (Hop meroterpenoids)	0.151	Lipids and lipid-like molecules	0.744	Prenol lipids	0.672					Prenol lipids	0.672	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	359.222	200	3.341	731530962465012847	731530869309516707	731530869309516707_UNKNOWN_M359T204_NEG	
1	C15H14O4	[M - H]-	C15H13O4-	Shikimates and Phenylpropanoids	0.998	Flavonoids	0.946	Chalcones	0.991	Phenylpropanoids and polyketides	0.943	Linear 1,3-diarylpropanoids	0.963	Chalcones and dihydrochalcones	0.973	2'-Hydroxy-dihydrochalcones	0.991	2'-Hydroxy-dihydrochalcones	0.991	Organic compounds; Ketones; Phenols; Resorcinols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Butyrophenones; Benzenediols; Chalcones and dihydrochalcones; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Linear 1,3-diarylpropanoids; 2'-Hydroxy-dihydrochalcones; Cinnamylphenols; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Phenylketones; Alkyl-phenylketones; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	257.080	201	3.342	731530961412242528	731530867510160075	731530867510160075_UNKNOWN_M257T249_NEG	
1	C13H16O4S	[M - H]-	C13H15O4S-	Terpenoids	0.393	Sesquiterpenoids	0.052	Oxygenated hydrocarbons	0.012	Organic acids and derivatives	0.994	Organic sulfonic acids and derivatives	0.955	Organosulfonic acids and derivatives	0.954			Organosulfonic acids and derivatives	0.954	Organic compounds; Ketones; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	267.072	202	3.359	731530943129269462	731530867770206951	731530867770206951_UNKNOWN_M267T195_NEG	
1	C18H36O3	[M - H]-	C18H35O3-	Fatty acids	0.999	Octadecanoids	0.870	Other Octadecanoids	0.934	Lipids and lipid-like molecules	0.997	Fatty Acyls	0.996	Fatty acids and conjugates	0.988	Long-chain fatty acids	0.938	Long-chain fatty acids	0.938	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	299.258	204	3.396	731530913811082722	731530868491627319	731530868491627319_UNKNOWN_M299T202_2_NEG	
1	C10H16ClFN2O3	[M - H]-	C10H15ClFN2O3-	Amino acids and Peptides	0.373	Small peptides	0.295	Aminoacids	0.388	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.979	Amino acids, peptides, and analogues	0.801	Amino acids and derivatives	0.796	Amino acids	0.508	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Organofluorides; Carbonyl compounds; Amines; Tertiary amines; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	265.075	204	3.397	731530917757922894	731530867656960731	731530867656960731_UNKNOWN_M265T298_NEG	
2	C6H14N6O4S	[M - H]-	C6H13N6O4S-	Alkaloids	0.910	Guanidine alkaloids	0.695	Saxitoxins	0.198	Organic acids and derivatives	0.993	Organic sulfonic acids and derivatives	0.839	Organosulfonic acids and derivatives	0.812	Alkanesulfonic acids and derivatives	0.860	Alkanesulfonic acids	0.866	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Sulfonyls; Organosulfonic acids; Alkanesulfonic acids and derivatives; Carboximidamides; Alkanesulfonic acids; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	265.075	204	3.397	731530917757922895	731530867656960731	731530867656960731_UNKNOWN_M265T298_NEG	
1	C10H16ClFN2O3	[M - H]-	C10H15ClFN2O3-	Amino acids and Peptides	0.373	Small peptides	0.295	Aminoacids	0.388	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.979	Amino acids, peptides, and analogues	0.801	Amino acids and derivatives	0.796	Amino acids	0.508	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Organofluorides; Carbonyl compounds; Amines; Tertiary amines; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	265.075	204	3.397	731530919653748371	731530867619211991	731530867619211991_UNKNOWN_M265T198_NEG	
2	C6H14N6O4S	[M - H]-	C6H13N6O4S-	Alkaloids	0.910	Guanidine alkaloids	0.695	Saxitoxins	0.198	Organic acids and derivatives	0.993	Organic sulfonic acids and derivatives	0.839	Organosulfonic acids and derivatives	0.812	Alkanesulfonic acids and derivatives	0.860	Alkanesulfonic acids	0.866	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Sulfonyls; Organosulfonic acids; Alkanesulfonic acids and derivatives; Carboximidamides; Alkanesulfonic acids; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	265.075	204	3.397	731530919653748372	731530867619211991	731530867619211991_UNKNOWN_M265T198_NEG	
1	C18H36O2	[M - H]-	C18H35O2-	Fatty acids	0.636	Fatty acyls	0.534	Fatty alcohols	0.462	Lipids and lipid-like molecules	0.679	Fatty Acyls	0.628	Fatty alcohols	0.891	Long-chain fatty alcohols	0.612	Long-chain fatty alcohols	0.612	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Benzene and substituted derivatives; Benzenoids; Long-chain fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	283.263	208	3.472	731530918181547615	731530868172860175	731530868172860175_UNKNOWN_M283T187_NEG	
1	C6H13NO3S2	[M - H]-	C6H12NO3S2-	Amino acids and Peptides	0.984	Small peptides	0.959	Aminoacids	0.950	Organic acids and derivatives	0.986	Carboxylic acids and derivatives	0.570	Amino acids, peptides, and analogues	0.765	Amino acids and derivatives	0.762	Alpha amino acids	0.896	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Organic thiosulfuric acids and derivatives; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; S-alkyl thiosulfates; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	210.026	209	3.491	731530912536014225	731530866419640915	731530866419640915_UNKNOWN_M210T213_NEG	
1	C7H6O2	[M - H]-	C7H5O2-	Shikimates and Phenylpropanoids	0.963	Phenolic acids (C6-C1)	0.646	Cinnamic acids and derivatives	0.155	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.998	Aldehydes	0.999	Hydroxybenzaldehydes	0.993	Organic compounds; Aldehydes; Phenols; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Organic oxides; Hydroxybenzaldehydes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	121.029	210	3.500	731530913723002312	731530858920224571	731530858920224571_UNKNOWN_M121T203_NEG	
1	C8H9NO2	[M - H]-	C8H8NO2-	Alkaloids	0.425	Anthranilic acid alkaloids	0.368	Aminoacids	0.125	Benzenoids	0.982	Benzene and substituted derivatives	0.947	Anilides	0.944	Acetanilides	0.972	Acetanilides	0.972	Organic compounds; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Anilides; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Acetanilides; Benzene and substituted derivatives; Benzenoids; N-arylamides; Acetamides; Organic oxides; Hydrocarbon derivatives; N-acetylarylamines; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	150.056	210	3.503	731530919775383219	731530861583607875	731530861583607875_UNKNOWN_M150T205_NEG	
1	C8H9NO2	[M - H]-	C8H8NO2-	Alkaloids	0.425	Anthranilic acid alkaloids	0.368	Aminoacids	0.125	Benzenoids	0.982	Benzene and substituted derivatives	0.947	Anilides	0.944	Acetanilides	0.972	Acetanilides	0.972	Organic compounds; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Anilides; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Acetanilides; Benzene and substituted derivatives; Benzenoids; N-arylamides; Acetamides; Organic oxides; Hydrocarbon derivatives; N-acetylarylamines; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	150.056	210	3.503	731530930294698284	731530861633939527	731530861633939527_UNKNOWN_M150T315_NEG	
1	C7H11FO5	[M - H]-	C7H10FO5-	Carbohydrates	0.236	Saccharides	0.097	Monosaccharides	0.059	Organohalogen compounds	1.000	Halohydrins	0.661	Fluorohydrins	0.569			Fluorohydrins	0.569	Organic compounds; Ketones; Alcohols and polyols; Ethers; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Alkyl fluorides; Organofluorides; Secondary alcohols; Carbonyl compounds; Halohydrins; Fluorohydrins; Alkyl halides; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	193.054	212	3.529	731530924632387569	731530865220069843	731530865220069843_UNKNOWN_M193T306_NEG	
1	C7H11FO5	[M - H]-	C7H10FO5-	Carbohydrates	0.236	Saccharides	0.097	Monosaccharides	0.059	Organohalogen compounds	1.000	Halohydrins	0.661	Fluorohydrins	0.569			Fluorohydrins	0.569	Organic compounds; Ketones; Alcohols and polyols; Ethers; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Alkyl fluorides; Organofluorides; Secondary alcohols; Carbonyl compounds; Halohydrins; Fluorohydrins; Alkyl halides; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	193.054	212	3.529	731530924825325577	731530865182321103	731530865182321103_UNKNOWN_M193T201_NEG	
1	C7H11FO5	[M - H]-	C7H10FO5-	Carbohydrates	0.236	Saccharides	0.097	Monosaccharides	0.059	Organohalogen compounds	1.000	Halohydrins	0.661	Fluorohydrins	0.569			Fluorohydrins	0.569	Organic compounds; Ketones; Alcohols and polyols; Ethers; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Alkyl fluorides; Organofluorides; Secondary alcohols; Carbonyl compounds; Halohydrins; Fluorohydrins; Alkyl halides; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	193.054	212	3.529	731530941581571142	731530865098435015	731530865098435015_UNKNOWN_M193T337_NEG	
1	C11H12FNO5S	[M - H]-	C11H11FNO5S-	Amino acids and Peptides	0.309	Amino acid glycosides	0.071	Cyanogenic glycosides	0.004	Organic acids and derivatives	0.844	Organic sulfonic acids and derivatives	0.664	Organosulfonic acids and derivatives	0.663	Organosulfonic acids	0.549	Organosulfonic acids	0.549	Organic compounds; Organosulfur compounds; Ketones; Alcohols and polyols; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organooxygen compounds; Alkyl fluorides; Sulfonyls; Organosulfonic acids; Organofluorides; Carbonyl compounds; Alkyl halides; Vinyl halides; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	288.033	217	3.614	731530926427549826	731530868206414611	731530868206414611_UNKNOWN_M288T216_NEG	
2	C14H11NO4S	[M - H]-	C14H10NO4S-	Amino acids and Peptides	0.703	Amino acid glycosides	0.066	Aminoacids	0.008	Benzenoids	0.980	Phenols	0.532					Phenols	0.532	Organic compounds; Organosulfur compounds; Phenols; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Nitriles; Sulfonyls; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic cyanides; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	288.033	217	3.614	731530926427549827	731530868206414611	731530868206414611_UNKNOWN_M288T216_NEG	
1	C6H8ClFN2O2	[M - H]-	C6H7ClFN2O2-	Alkaloids	0.309	Small peptides	0.019	Aminoacids	0.028	Organohalogen compounds	1.000	Aryl halides	0.550					Aryl halides	0.550	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Organofluorides; Carbonyl compounds; Aryl halides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	193.018	218	3.633	731530918911356531	731530865018743231	731530865018743231_UNKNOWN_M193T252_NEG	
2	C6H6N4O2Si	[M - H]-	C6H5N4O2Si-	Alkaloids	0.996	Pseudoalkaloids (transamidation)	0.984	Purine alkaloids	0.997	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.835	Purines and purine derivatives	0.892	Xanthines	0.724	Xanthines	0.724	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	193.018	218	3.633	731530918911356532	731530865018743231	731530865018743231_UNKNOWN_M193T252_NEG	
3	C7H6N4OS	[M - H]-	C7H5N4OS-	Alkaloids	0.988	Pseudoalkaloids (transamidation)	0.890	Purine alkaloids	0.975	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.974	Purines and purine derivatives	0.980	Purinones	0.898	6-oxopurines	0.772	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; N-substituted imidazoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	193.018	218	3.633	731530918911356533	731530865018743231	731530865018743231_UNKNOWN_M193T252_NEG	
1	C9H9NO2	[M - H]-	C9H8NO2-	Alkaloids	0.981	Anthranilic acid alkaloids	0.473	Simple oxindole alkaloids	0.074	Benzenoids	0.954	Phenols	0.882	1-hydroxy-2-unsubstituted benzenoids	0.880			1-hydroxy-2-unsubstituted benzenoids	0.880	Organic compounds; Organoheterocyclic compounds; Phenols; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Amines; Secondary amines; Secondary alkylarylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	162.056	221	3.685	731530920530357985	731530862237919371	731530862237919371_UNKNOWN_M162T224_NEG	
1	C2H7N3O5S	[M - H]-	C2H6N3O5S-	Alkaloids	0.815	Ornithine alkaloids	0.127	Polyamines	0.100	Organic acids and derivatives	0.985	Organic sulfonic acids and derivatives	0.789	Organosulfonic acids and derivatives	0.760			Organosulfonic acids and derivatives	0.760	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Sulfonyls; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	184.002	222	3.696	731530917741145663	731530864347654519	731530864347654519_UNKNOWN_M184T312_NEG	
