formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C6H13NO5	[M + H]+	C6H14NO5+	Carbohydrates	0.999	Aminosugars and aminoglycosides	0.999	Aminosugars	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.975	Monosaccharides	0.974	Hexoses	0.920	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Hemiacetals; Hexoses; Monosaccharides; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Polyols; Amines; Primary amines; Alkanolamines; Aminosaccharides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	180.087	545	9.089	731532611584105088	731532499222890887	731532499222890887_UNKNOWN_M180T699_POS	
1	C6H13NO5	[M + H]+	C6H14NO5+	Carbohydrates	0.999	Aminosugars and aminoglycosides	0.999	Aminosugars	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.975	Monosaccharides	0.974	Hexoses	0.920	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Hemiacetals; Hexoses; Monosaccharides; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Polyols; Amines; Primary amines; Alkanolamines; Aminosaccharides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	180.087	545	9.089	731532613861612368	731532499126421883	731532499126421883_UNKNOWN_M180T412_POS	
1	C6H13NO5	[M + H]+	C6H14NO5+	Carbohydrates	0.999	Aminosugars and aminoglycosides	0.999	Aminosugars	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.975	Monosaccharides	0.974	Hexoses	0.920	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Hemiacetals; Hexoses; Monosaccharides; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Polyols; Amines; Primary amines; Alkanolamines; Aminosaccharides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	180.087	545	9.089	731532617128975430	731532499189336451	731532499189336451_UNKNOWN_M180T548_POS	
1	C11H15N5O4	[M + H]+	C11H16N5O4+	Carbohydrates	0.998	Nucleosides	0.999	Purine nucleosides	0.999	Nucleosides, nucleotides, and analogues	0.985	Purine nucleosides	0.982					Purine nucleosides	0.982	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Tetrahydrofurans; 6-aminopurines; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	282.119	545	9.090	731532619733638390	731532502364425027	731532502364425027_UNKNOWN_M282T554_POS	
2	C10H19NO8	[M + H]+	C10H20NO8+	Carbohydrates	0.966	Nucleosides	0.446	Pyrimidine nucleosides	0.177	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.995	Glycosyl compounds	0.945	Glycosylamines	0.926	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Amines; Tetrahydrofurans; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	282.119	545	9.090	731532619733638391	731532502364425027	731532502364425027_UNKNOWN_M282T554_POS	
1	C6H11NO2	[M + H]+	C6H12NO2+	Amino acids and Peptides	0.853	Small peptides	0.911	Aminoacids	0.917	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.990	Amino acids and derivatives	0.990	Alpha amino acids	0.896	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Piperidinecarboxylic acids and derivatives; Trialkylamines; Alpha amino acids; Piperidinecarboxylic acids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130.086	547	9.121	731532609918966264	731532493015320171	731532493015320171_UNKNOWN_M130T696_POS	
1	C6H11NO2	[M + H]+	C6H12NO2+	Amino acids and Peptides	0.853	Small peptides	0.911	Aminoacids	0.917	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.990	Amino acids and derivatives	0.990	Alpha amino acids	0.896	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Piperidinecarboxylic acids and derivatives; Trialkylamines; Alpha amino acids; Piperidinecarboxylic acids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130.086	547	9.121	731532610233539081	731532492881102427	731532492881102427_UNKNOWN_M130T606_POS	
1	C6H11NO2	[M + H]+	C6H12NO2+	Amino acids and Peptides	0.853	Small peptides	0.911	Aminoacids	0.917	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.990	Amino acids and derivatives	0.990	Alpha amino acids	0.896	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Piperidinecarboxylic acids and derivatives; Trialkylamines; Alpha amino acids; Piperidinecarboxylic acids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130.086	547	9.121	731532612485880562	731532492847547991	731532492847547991_UNKNOWN_M130T525_POS	
1	C5H10N2O2	[M + K]+	C5H10KN2O2+	Amino acids and Peptides	0.916	Small peptides	0.941	Aminoacids	0.675	Organic acids and derivatives	0.991	Carboxylic acids and derivatives	0.981	Amino acids, peptides, and analogues	0.834	Amino acids and derivatives	0.832	Alpha amino acids and derivatives	0.640	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	169.036	549	9.143	731532615006657464	731532498258200835	731532498258200835_UNKNOWN_M169T546_POS	
2	C4H9ClN2O3	[M + H]+	C4H10ClN2O3+	Fatty acids	0.494	Fatty Acids and Conjugates	0.343	Halogenated fatty acids	0.896	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.949	Amino acids, peptides, and analogues	0.623	Amino acids and derivatives	0.619	Amino acids and derivatives	0.619	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Ureas; Alkyl chlorides; Carboxylic acids; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	169.036	549	9.143	731532615006657465	731532498258200835	731532498258200835_UNKNOWN_M169T546_POS	
3	C5H4N4O3	[M + H]+	C5H5N4O3+	Alkaloids	0.988	Pseudoalkaloids (transamidation)	0.997	Purine alkaloids	1.000	Organoheterocyclic compounds	0.999	Imidazopyrimidines	0.827	Purines and purine derivatives	0.848	Xanthines	0.873	Xanthines	0.873	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	169.036	549	9.143	731532615006657463	731532498258200835	731532498258200835_UNKNOWN_M169T546_POS	
1	C5H10N2O2	[M + K]+	C5H10KN2O2+	Amino acids and Peptides	0.916	Small peptides	0.941	Aminoacids	0.675	Organic acids and derivatives	0.991	Carboxylic acids and derivatives	0.981	Amino acids, peptides, and analogues	0.834	Amino acids and derivatives	0.832	Alpha amino acids and derivatives	0.640	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	169.036	549	9.143	731532619452619980	731532498287560967	731532498287560967_UNKNOWN_M169T521_POS	
2	C4H9ClN2O3	[M + H]+	C4H10ClN2O3+	Fatty acids	0.494	Fatty Acids and Conjugates	0.343	Halogenated fatty acids	0.896	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.949	Amino acids, peptides, and analogues	0.623	Amino acids and derivatives	0.619	Amino acids and derivatives	0.619	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Ureas; Alkyl chlorides; Carboxylic acids; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	169.036	549	9.143	731532619452619981	731532498287560967	731532498287560967_UNKNOWN_M169T521_POS	
3	C5H4N4O3	[M + H]+	C5H5N4O3+	Alkaloids	0.988	Pseudoalkaloids (transamidation)	0.997	Purine alkaloids	1.000	Organoheterocyclic compounds	0.999	Imidazopyrimidines	0.827	Purines and purine derivatives	0.848	Xanthines	0.873	Xanthines	0.873	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	169.036	549	9.143	731532619452619979	731532498287560967	731532498287560967_UNKNOWN_M169T521_POS	
1	C11H15NO2	[M + H]+	C11H16NO2+	Alkaloids	0.839	Nicotinic acid alkaloids	0.697	Pyridine alkaloids	0.696	Benzenoids	0.947	Benzene and substituted derivatives	0.921					Benzene and substituted derivatives	0.921	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	194.118	550	9.173	731532611198229061	731532500036585979	731532500036585979_UNKNOWN_M194T400_POS	
1	C11H15NO2	[M + H]+	C11H16NO2+	Alkaloids	0.839	Nicotinic acid alkaloids	0.697	Pyridine alkaloids	0.696	Benzenoids	0.947	Benzene and substituted derivatives	0.921					Benzene and substituted derivatives	0.921	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	194.118	550	9.173	731532611206617684	731532499982060019	731532499982060019_UNKNOWN_M194T551_POS	
1	C11H15NO2	[M + H]+	C11H16NO2+	Alkaloids	0.839	Nicotinic acid alkaloids	0.697	Pyridine alkaloids	0.696	Benzenoids	0.947	Benzene and substituted derivatives	0.921					Benzene and substituted derivatives	0.921	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	194.118	550	9.173	731532612062255800	731532500011420151	731532500011420151_UNKNOWN_M194T462_POS	
1	C11H15NO2	[M + H]+	C11H16NO2+	Alkaloids	0.839	Nicotinic acid alkaloids	0.697	Pyridine alkaloids	0.696	Benzenoids	0.947	Benzene and substituted derivatives	0.921					Benzene and substituted derivatives	0.921	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	194.118	550	9.173	731532652101084157	731532500065946111	731532500065946111_UNKNOWN_M194T750_POS	
1	C6H6N2O	[M + H]+	C6H7N2O+	Alkaloids	0.739	Nicotinic acid alkaloids	0.542	Primary amides	0.634	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Organic cyanides	0.782	Nitriles	0.779	Nitriles	0.779	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Nitriles; Organic oxides; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	123.055	557	9.290	731532612355857116	731532491601839559	731532491601839559_UNKNOWN_M123T661_POS	
1	C4H7B2NO2	[M + H]+	C4H8B2NO2+	Amino acids and Peptides	0.243	Small peptides	0.593	Pinane monoterpenoids	0.726	Organic acids and derivatives	0.973	Boronic acid derivatives	0.720	Boronic acids	0.789			Boronic acids	0.789	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Boronic acids; Organometallic compounds; Boronic acid derivatives; Organometalloid compounds; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	122.081	561	9.343	731532611810597542	731532491392124335	731532491392124335_UNKNOWN_M122T747_POS	
1	C4H7B2NO2	[M + H]+	C4H8B2NO2+	Amino acids and Peptides	0.243	Small peptides	0.593	Pinane monoterpenoids	0.726	Organic acids and derivatives	0.973	Boronic acid derivatives	0.720	Boronic acids	0.789			Boronic acids	0.789	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Boronic acids; Organometallic compounds; Boronic acid derivatives; Organometalloid compounds; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	122.081	561	9.343	731532612771093252	731532491425678771	731532491425678771_UNKNOWN_M122T559_POS	
1	C4H7B2NO2	[M + H]+	C4H8B2NO2+	Amino acids and Peptides	0.243	Small peptides	0.593	Pinane monoterpenoids	0.726	Organic acids and derivatives	0.973	Boronic acid derivatives	0.720	Boronic acids	0.789			Boronic acids	0.789	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Boronic acids; Organometallic compounds; Boronic acid derivatives; Organometalloid compounds; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	122.081	561	9.343	731532619825913099	731532491354375595	731532491354375595_UNKNOWN_M122T635_POS	
1	C3H11N2O3	[M + H]+	C3H12N2O3+	Amino acids and Peptides	0.976	Small peptides	0.975	Aminoacids	0.943	Organic acids and derivatives	0.958	Carboxylic acids and derivatives	0.938	Amino acids, peptides, and analogues	0.916	Amino acids and derivatives	0.913	Alpha amino acids	0.519	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	124.085	561	9.345	731532612884339480	731532491912218091	731532491912218091_UNKNOWN_M124T560_POS	
1	C10H14N2O6	[M + H]+	C10H15N2O6+	Carbohydrates	1.000	Nucleosides	1.000	Pyrimidine nucleosides	1.000	Nucleosides, nucleotides, and analogues	0.956	Pyrimidine nucleosides	0.957					Pyrimidine nucleosides	0.957	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Pyrimidine nucleosides; Ureas; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	259.092	564	9.392	731532617485491309	731532501995326223	731532501995326223_UNKNOWN_M259T564_POS	
2	C9H18N2O3Si2	[M + H]+	C9H19N2O3Si2+	Carbohydrates	0.482	Histidine alkaloids	0.340	Pyrimidine nucleosides	0.387	Organoheterocyclic compounds	0.836	Azacyclic compounds	0.706					Azacyclic compounds	0.706	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	259.092	564	9.392	731532617485491310	731532501995326223	731532501995326223_UNKNOWN_M259T564_POS	
1	C3H7NO3	[M + H]+	C3H8NO3+	Amino acids and Peptides	0.994	Small peptides	0.995	Aminoacids	0.996	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.981	Amino acids and derivatives	0.981	Alpha amino acids	0.894	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	106.050	566	9.426	731532611470858871	731532489387246803	731532489387246803_UNKNOWN_M106T673_POS	
1	C3H7NO3	[M + H]+	C3H8NO3+	Amino acids and Peptides	0.994	Small peptides	0.995	Aminoacids	0.996	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.981	Amino acids and derivatives	0.981	Alpha amino acids	0.894	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	106.050	566	9.426	731532611714128544	731532489219474627	731532489219474627_UNKNOWN_M106T481_POS	
1	C6H14N2O2	[M + H]+	C6H15N2O2+	Alkaloids	0.249	Ornithine alkaloids	0.573	Polyamines	0.494	Organic acids and derivatives	0.876	Carboxylic acids and derivatives	0.888	Amino acids, peptides, and analogues	0.760	Amino acids and derivatives	0.758	Amino acids and derivatives	0.758	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Dialkylamines; Amines; Primary amines; Secondary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	147.113	566	9.428	731532615522556876	731532496081356751	731532496081356751_UNKNOWN_M147T502_POS	
1	C6H14N2O2	[M + H]+	C6H15N2O2+	Alkaloids	0.249	Ornithine alkaloids	0.573	Polyamines	0.494	Organic acids and derivatives	0.876	Carboxylic acids and derivatives	0.888	Amino acids, peptides, and analogues	0.760	Amino acids and derivatives	0.758	Amino acids and derivatives	0.758	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Dialkylamines; Amines; Primary amines; Secondary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	147.113	566	9.428	731532619913993488	731532496140077015	731532496140077015_UNKNOWN_M147T419_POS	
1	C11H15FN3O6	[M + H]+	C11H16FN3O6+	Carbohydrates	0.986	Nucleosides	0.936	Pyrimidine nucleosides	0.923	Organic oxygen compounds	1.000	Organooxygen compounds	0.978	Carbohydrates and carbohydrate conjugates	0.883	Glycosyl compounds	0.831	Glycosylamines	0.870	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Halobenzenes; Nitrobenzenes; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Organic nitro compounds; Organic oxoazanium compounds; Organofluorides; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	305.101	571	9.519	731532622980029851	731532502624471911	731532502624471911_UNKNOWN_M305T459_POS	
2	C14H14N3O5	[M + H]+	C14H15N3O5+	Carbohydrates	0.841	Nucleosides	0.613	Purine nucleosides	0.605	Organic oxygen compounds	1.000	Organooxygen compounds	0.996	Carbohydrates and carbohydrate conjugates	0.715	Glycosyl compounds	0.599	Glycosylamines	0.787	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Polyols; Benzenoids; Organic 1,3-dipolar compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	305.101	571	9.519	731532622980029852	731532502624471911	731532502624471911_UNKNOWN_M305T459_POS	
3	C13H19ClNO5	[M + H]+	C13H20ClNO5+	Amino acids and Peptides	0.463	Ornithine alkaloids	0.206	Pyrrolidine alkaloids	0.163	Benzenoids	0.921	Phenol ethers	0.574					Phenol ethers	0.574	Organic compounds; Halobenzenes; Alcohols and polyols; Ethers; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Organochlorides; Secondary alcohols; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	305.101	571	9.519	731532622980029853	731532502624471911	731532502624471911_UNKNOWN_M305T459_POS	
1	C11H15FN3O6	[M + H]+	C11H16FN3O6+	Carbohydrates	0.986	Nucleosides	0.936	Pyrimidine nucleosides	0.923	Organic oxygen compounds	1.000	Organooxygen compounds	0.978	Carbohydrates and carbohydrate conjugates	0.883	Glycosyl compounds	0.831	Glycosylamines	0.870	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Halobenzenes; Nitrobenzenes; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Organic nitro compounds; Organic oxoazanium compounds; Organofluorides; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	305.101	571	9.519	731532630651412206	731532502565751647	731532502565751647_UNKNOWN_M305T577_POS	
